,Timestamp_cubic,Vazao,Vazao_bbr,Atraso(ms),Hop_count,Bottleneck
0,1705428945,580755269.0,,28.99,6,3.0
1,1705582736,713661896.0,881433911.0,27.35,10,100.0
2,1705613343,,889298239.0,27.32,11,10.0
3,1705705078,,890137457.0,33.97,10,100.0
4,1705778972,,889034139.0,32.86,10,100.0
5,1705798808,777675690.0,,33.68,10,100.0
6,1705880525,557948433.0,879867193.0,39.08,10,100.0
7,1705941315,471755191.0,887305543.0,44.97,10,100.0
8,1705955447,77122861.0,893912336.0,27.1,6,3.0
9,1705964796,230005467.0,893912336.0,27.37,6,3.0
10,1706000670,776418836.0,874513302.0,40.66,10,100.0
11,1706010858,686923133.0,876086386.0,40.26,10,100.0
12,1706026135,752826343.0,,34.09,10,100.0
13,1706036275,517315202.0,890032421.0,41.63,10,100.0
14,1706056172,207513553.0,875509625.0,38.03,6,3.0
15,1706063516,636538983.0,875509625.0,32.53,6,3.0
16,1706112390,722104209.0,892765977.0,27.33,10,100.0
17,1706134377,628463899.0,894122454.0,32.12,10,100.0
18,1706146959,433639081.0,891763465.0,24.32,10,100.0
19,1706194685,645820089.0,895221446.0,26.14,10,100.0
20,1706209099,716492983.0,889457126.0,33.52,10,100.0
21,1706230824,421318426.0,884842494.0,34.04,10,100.0
22,1706257466,787167065.0,893702531.0,34.62,10,100.0
23,1706581056,,892969152.0,36.22,10,100.0
24,1706608551,769812955.0,893598030.0,36.6,10,100.0
25,1706632565,675703050.0,832307200.0,41.19,10,10.0
26,1706648625,508717205.0,893283055.0,33.94,10,100.0
27,1706701741,756495003.0,806041539.0,32.61,10,100.0
28,1706722262,762001893.0,895747660.0,42.8,10,100.0
29,1706732376,,,32.34,10,100.0
30,1706805227,752722539.0,892077726.0,36.83,10,100.0
31,1706820890,612421670.0,,33.53,10,100.0
32,1706832059,,334549427.0,35.96,10,100.0
33,1706874351,440822562.0,893230626.0,29.18,6,3.0
34,1706899405,559835594.0,894121828.0,34.24,10,100.0
35,1706926371,15938369.0,804049122.0,42.23,10,10.0
36,1706987943,714081041.0,825021535.0,37.83,10,10.0
