,Timestamp_cubic,Vazao,Vazao_bbr,Atraso(ms),Hop_count,Bottleneck,Link_bottleneck
0,1705425318,535247091.0,926419397.0,13.82,8,100.0,df-ma
1,1705436664,528881540.0,926419397.0,20.9,8,100.0,df-ma
2,1705452743,670774872.0,919881629.0,20.8,8,100.0,df-ma
3,1705505553,378955972.0,925440874.0,26.06,8,100.0,df-ma
4,1705508481,575252475.0,925440874.0,24.71,8,100.0,df-ma
5,1706267172,20867612.0,923219385.0,28.12,8,100.0,df-ma
6,1706334417,63176621.0,919558516.0,26.8,8,100.0,df-ma
7,1706356614,77235682.0,919558516.0,27.11,8,100.0,df-ma
8,1706368851,18245245.0,918728604.0,32.14,8,100.0,df-ma
9,1706376174,154979827.0,918728604.0,25.56,8,100.0,df-ma
10,1706408539,106071718.0,902238873.0,21.97,8,100.0,df-ma
11,1706452008,333290998.0,916775314.0,7.37,6,10.0,pa-ma
12,1706467209,410729416.0,926997598.0,11.2,6,10.0,pa-ma
13,1706485870,152359128.0,926997598.0,11.56,6,10.0,pa-ma
14,1706512029,293059760.0,925727725.0,11.5,6,10.0,pa-ma
15,1706520534,134584864.0,925727725.0,10.73,6,10.0,pa-ma
16,1706557556,342884489.0,918868067.0,8.5,6,10.0,pa-ma
17,1706688565,167195593.0,958508892.0,25.32,8,100.0,df-ma
18,1706706726,147902229.0,958508892.0,22.71,8,100.0,df-ma
19,1706754485,169869779.0,970614714.0,22.74,8,100.0,df-ma
20,1706774202,97046984.0,969831045.0,22.19,8,100.0,df-ma
21,1706859497,246888972.0,984173273.0,7.57,6,10.0,pa-ma
22,1706892975,279449444.0,968805185.0,2.06,6,10.0,pa-ma
23,1706910641,252811812.0,975961428.0,9.78,6,10.0,pa-ma
24,1706934175,263036105.0,975961428.0,9.65,6,10.0,pa-ma
25,1706968880,261828733.0,973394706.0,8.16,6,10.0,pa-ma
26,1706979455,133798384.0,973394706.0,12.74,6,10.0,pa-ma
27,1707015043,266122223.0,970366562.0,5.44,6,10.0,pa-ma
28,1707048089,125358407.0,969084536.0,19.64,8,100.0,df-ma
29,1707074547,75288844.0,967905465.0,33.59,10,100.0,pi-ma
30,1707085546,155084623.0,967905465.0,23.33,8,100.0,df-ma
31,1707214982,243898789.0,968356740.0,47.44,10,100.0,pi-ma
32,1707225914,85039747.0,967417426.0,41.25,10,100.0,pi-ma
33,1707240494,176161375.0,967417426.0,5.84,6,10.0,pa-ma
34,1707250440,238866269.0,967417426.0,11.85,6,10.0,pa-ma
35,1707268526,438101755.0,967153541.0,2.66,6,10.0,pa-ma
36,1707295598,424935742.0,967153541.0,1.65,6,10.0,pa-ma
37,1707345282,192256582.0,966206937.0,24.63,8,100.0,df-ma
38,1707353365,91803498.0,984877617.0,30.5,8,100.0,df-ma
39,1707496736,117772756.0,968465229.0,26.5,8,100.0,df-ma
40,1707507640,192151561.0,971130833.0,25.9,8,100.0,df-ma
41,1707523840,225130359.0,970564663.0,21.73,13,100.0,pi-ma
42,1707550036,204944814.0,972189425.0,22.86,8,100.0,df-ma
43,1707590392,103704166.0,969092873.0,22.33,8,100.0,df-ma
44,1707596700,164993648.0,969092873.0,22.7,8,100.0,df-ma
45,1707673564,103471656.0,958444375.0,32.05,8,100.0,df-ma
46,1707682652,225601961.0,958444375.0,32.17,8,100.0,df-ma
47,1707728373,206727988.0,968156562.0,25.01,8,100.0,df-ma
48,1707736481,94214742.0,967379025.0,25.13,8,100.0,df-ma
49,1707762580,148583375.0,954936730.0,26.08,8,100.0,df-ma
50,1707864155,124311543.0,970979045.0,6.14,6,10.0,pa-ma
51,1707868320,123470311.0,970979045.0,10.82,6,10.0,pa-ma
52,1707912044,164260071.0,953574871.0,9.53,6,10.0,pa-ma
53,1707942697,464624420.0,978271131.0,5.4,6,10.0,pa-ma
54,1707961850,521196108.0,976909493.0,10.32,6,10.0,pa-ma
55,1707994314,70569200.0,971874463.0,19.09,8,100.0,df-ma
56,1707999377,121530329.0,971874463.0,20.32,8,100.0,df-ma
57,1708011359,131795512.0,971874463.0,28.93,8,100.0,df-ma
58,1708165526,987723448.0,960816001.0,30.09,8,100.0,df-ma
59,1708176689,988864244.0,972870174.0,24.62,8,100.0,df-ma
60,1708209028,989899151.0,959605909.0,17.01,8,100.0,df-ma
61,1708217445,989596816.0,959605909.0,26.1,8,100.0,df-ma
62,1708248832,992794338.0,962231058.0,25.43,8,100.0,df-ma
63,1708261794,989294220.0,962231058.0,24.5,8,100.0,df-ma
64,1708305742,990171108.0,962184220.0,22.45,8,100.0,df-ma
65,1708359290,990650299.0,961192613.0,27.41,8,100.0,df-ma
66,1708459536,989806185.0,974968207.0,26.47,8,100.0,df-ma
67,1708501777,987709225.0,976017127.0,21.94,8,100.0,df-ma
68,1708530421,988545271.0,960601097.0,26.64,8,100.0,df-ma
69,1708555772,989124905.0,961081074.0,29.81,8,100.0,df-ma
70,1708567541,986342915.0,974288433.0,27.09,8,100.0,df-ma
71,1708590118,989441260.0,974442894.0,20.02,8,100.0,df-ma
72,1708601359,987296951.0,974442894.0,21.47,8,100.0,df-ma
73,1708605970,988127421.0,974442894.0,21.05,8,100.0,df-ma
74,1708621228,990142338.0,972191418.0,21.87,8,100.0,df-ma
75,1708639792,993826975.0,960969349.0,23.48,8,100.0,df-ma
76,1708686951,989596073.0,958397553.0,22.73,8,100.0,df-ma
77,1708696282,987237858.0,960970165.0,21.37,8,100.0,df-ma
78,1708717456,988864986.0,960022556.0,25.59,8,100.0,df-ma
79,1708771084,986449203.0,959188253.0,24.74,8,100.0,df-ma
80,1708777767,988815523.0,973658944.0,24.26,8,100.0,df-ma
81,1708802179,988802174.0,961652896.0,38.44,11,100.0,pi-ma
82,1708907515,988971390.0,988024243.0,27.2,8,100.0,df-ma
83,1708968049,989878199.0,981992013.0,28.34,8,100.0,df-ma
84,1708995869,987977478.0,974080860.0,28.6,8,100.0,df-ma
85,1709137192,989121740.0,958507539.0,30.89,8,100.0,df-ma
86,1709150891,987718243.0,961913309.0,32.91,8,100.0,df-ma
87,1709233550,989595430.0,971405032.0,56.38,8,100.0,df-ma
88,1709238355,988647558.0,971405032.0,35.71,8,100.0,df-ma
89,1709261735,989541418.0,960680498.0,36.09,8,100.0,df-ma
90,1709285664,989227241.0,975502446.0,27.66,8,100.0,df-ma
91,1709298883,989436659.0,975502446.0,27.35,8,100.0,df-ma
92,1709431903,989753261.0,960068505.0,21.11,8,100.0,df-ma
93,1709760211,981884186.0,968204682.0,25.24,8,100.0,df-ma
94,1709810726,989911785.0,958451611.0,28.87,8,100.0,df-ma
95,1709816367,988154807.0,958451611.0,28.6,8,100.0,df-ma
96,1709824228,989805641.0,961128461.0,30.49,8,100.0,df-ma
97,1709830332,993476609.0,961913069.0,60.73,8,100.0,df-ma
98,1709846323,983911021.0,961913069.0,29.5,8,100.0,df-ma
99,1709859323,988600863.0,972435408.0,32.03,8,100.0,df-ma
