Unnamed: 0,Timestamp_cubic,Vazao,Vazao_bbr,Atraso(ms),Hop_count,Bottleneck
0,1705434572,683974155.0,913607117.6,40.46,8,100.0
1,1705455301,841204617.6,923695263.0,35.47,8,100.0
2,1705504157,554855405.0,912053365.0,18.77,8,100.0
3,1705512560,597482846.0,912053365.0,17.85,8,100.0
4,1705528057,777259019.0,912053365.0,20.84,8,100.0
5,1705531070,603770483.0,912053365.0,21.15,8,100.0
6,1705800262,529820657.0,937848484.0,15.44,8,100.0
7,1706038344,905714086.0,925787611.0,10.81,7,40.0
8,1706054895,927675588.2,911388422.0,9.93,7,40.0
9,1706081810,873567792.0,913735933.0,9.79,7,40.0
10,1706089948,836294674.0,901438406.0,34.12,8,100.0
11,1706116563,836133791.0,924685127.0,34.77,8,100.0
12,1706148330,717018670.0,922961809.0,34.32,8,100.0
13,1706193506,852969222.0,922688786.8,34.79,8,100.0
14,1706209316,903428072.6,911945179.0,18.25,9,100.0
15,1706220353,862277070.0,912208554.0,17.67,9,100.0
16,1706629937,714034503.0,904296102.0,31.6,8,100.0
17,1706643716,771588555.0,904296102.0,16.04,9,100.0
18,1706662835,789401816.8,925426393.0,10.66,29,100.0
19,1706745506,548878369.0,839533845.0,33.9,8,100.0
20,1706749466,579600094.0,847242304.0,34.51,8,100.0
21,1706804206,912471656.0,905051939.0,33.8,8,100.0
22,1706820864,683460640.0,905051939.0,35.52,8,100.0
23,1706840637,838076840.0,905051939.0,34.69,8,100.0
24,1706842685,595434655.0,905051939.0,35.26,8,100.0
25,1706884832,786486984.0,923895370.0,38.39,8,100.0
26,1706897035,663327419.0,923895370.0,34.84,9,100.0
27,1706919402,851865527.0,918344421.0,17.62,8,100.0
28,1706954104,846271161.0,915914492.0,18.17,8,100.0
29,1706970699,794350377.0,915914492.0,18.85,8,100.0
30,1706982134,819467265.0,922697127.0,20.62,8,100.0
31,1706997511,660132539.0,921048941.0,19.76,9,100.0
32,1707015294,674848531.0,883298804.8,35.52,8,100.0
33,1707060481,845731002.0,920102638.0,34.54,8,100.0
34,1707073431,732009075.0,920102638.0,34.24,8,100.0
35,1707080574,517994316.0,920102638.0,35.46,8,100.0
36,1707092350,683515940.0,920850064.0,34.39,8,100.0
37,1707140554,633081716.0,919724404.0,12.0,8,100.0
38,1707143823,777362633.0,919724404.0,23.59,9,100.0
39,1707157092,846522753.0,919724404.0,34.48,9,100.0
40,1707172955,667736201.0,920864323.0,30.42,8,100.0
