,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51
0,-0.05078032177140106,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.05660465104186312,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.316528926397628,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.336541515849793,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0026945530345914353,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006054428182645455,0.0,0.0,1.0,0.0
1,-0.039787240964749976,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.014533796287139689,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0077205284355353855,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11127485108219383,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.0026945530345914353,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006054428182645455,0.0,0.0,1.0,0.0
2,-0.03290154041043221,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.005618223954744053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.22270248586354943,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.17823069734762162,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0026945530345914353,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006054428182645455,0.0,0.0,1.0,0.0
3,-0.02763831675561186,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.021219329238825278,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3182108960630122,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.11451469022846945,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.0026945530345914353,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006054428182645455,0.0,0.0,1.0,0.0
4,-0.015798805746744096,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.05508949461935217,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0077205284355353855,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12470656347307794,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0026945530345914353,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006054428182645455,0.0,0.0,1.0,0.0
5,-0.010169496459107568,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.04570394406877593,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19554860504178298,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.055576864950989346,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0004996964198414822,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.006054428182645455,0.0,0.0,1.0,0.0
6,0.0011320834763211948,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.010037473499212298,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19336607064285846,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.12244498035161827,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004996964198414822,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.006054428182645455,0.0,0.0,1.0,0.0
7,0.004832701914414315,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.030049660666641616,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19336607064285846,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.06816698543658821,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004996964198414822,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.006054428182645455,0.0,0.0,1.0,0.0
8,0.008323997980684953,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.03676121464457009,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0077205284355353855,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08098262312485935,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004996964198414822,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.006054428182645455,0.0,0.0,1.0,0.0
9,0.020150254952908935,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.01469891338599091,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21746102636759307,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6697480957448388,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004996964198414822,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.006054428182645455,0.0,0.0,1.0,0.0
