,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
0,0.3263447458729884,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.304987248595595,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.09347903250495448,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.28141397307268556,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0019258297911291537,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0023422863581291447,1.0,0.0,0.0,0.0
1,0.008839718408939181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.04899501061543366,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.07527714356995148,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13315573127426952,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.0019258297911291537,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0023422863581291447,1.0,0.0,0.0,0.0
2,0.01235296386794874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0027343957515785218,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.22732985372477726,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.13936236718537595,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.0019258297911291537,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.2353106011496276,0.0,1.0,0.0,0.0
3,0.023188152952982287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.1805397372109754,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3259208623667502,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0077123476954626515,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.004223961620334448,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.35936786237685986,0.0,1.0,0.0,0.0
4,0.024002545720576376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.18332531070343835,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3259208623667502,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.07977598636409583,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.06496596619409094,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.35936786237685986,0.0,1.0,0.0,0.0
5,0.3482208499352796,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.22737450962624317,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0283853894975267,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1555254044372903,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0019258297911291537,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.2353106011496276,0.0,1.0,0.0,0.0
6,0.03946932797642002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.266194179776638,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.21420112812502762,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.11087249083881334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0019258297911291537,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.2353106011496276,0.0,1.0,0.0,0.0
7,0.3535444162106987,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.34264777821394343,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.21420112812502762,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.04605694222022607,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0019258297911291537,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.2353106011496276,0.0,1.0,0.0,0.0
8,0.06236949388278691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.32975588995054345,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.32694501372620743,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.12177689877057421,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.0019258297911291537,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0023422863581291447,1.0,0.0,0.0,0.0
9,0.0781001491121724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.37884957890569926,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0218160673235743,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11867358081502082,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.0019258297911291537,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0023422863581291447,1.0,0.0,0.0,0.0
10,0.4180930591711929,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.09649179055891252,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0218160673235743,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07626156875579261,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.0019258297911291537,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.2353106011496276,0.0,1.0,0.0,0.0
