Unnamed: 0,Timestamp_cubic,Vazao,Vazao_bbr,Atraso(ms),Hop_count,Bottleneck
0,1705424374,749167150.2563096,924896692.0,33.62,8,100.0
1,1705441363,937535270.0,910483275.0,30.57,8,100.0
2,1705454220,663803194.0,910483275.0,34.22,6,3.0
3,1705477739,761909538.4661758,906688817.0,39.56,6,3.0
4,1705523613,924424786.0,897300788.0748717,30.7,6,3.0
5,1705550068,938163527.0,904505185.0,36.17,6,3.0
6,1705564727,927579048.0,904505185.0,34.9,6,3.0
7,1705596520,748257617.0,908126661.0,38.36,6,3.0
8,1705604192,461481458.0,909190305.0,44.12,6,3.0
9,1705617253,937271625.0,923747876.0,40.95,6,3.0
10,1705644058,937688572.0,920861423.0,33.19,6,3.0
11,1705664570,921020874.0,920861423.0,25.06,6,3.0
12,1705680885,546070754.5523549,920861423.0,19.53,6,3.0
13,1705695034,738553714.3721608,911371334.0,34.09,6,3.0
14,1705767375,931242766.0,912057059.0,27.4,6,3.0
15,1705774509,754200178.3950319,924635749.0,27.18,6,3.0
16,1705802943,785343490.7206179,901681060.9702792,27.53,6,3.0
17,1705920556,937950997.0,895954405.0,61.25,6,3.0
18,1705958054,760950918.0,924949490.0,23.13,6,3.0
19,1705997065,862094818.0,898490309.9426658,42.61,6,3.0
20,1706039610,937832396.0,909042555.0,29.2,8,100.0
21,1706044837,777538453.3926688,909042555.0,30.03,6,3.0
22,1706083554,836823543.925424,922958948.0,43.09,6,3.0
23,1706088093,807157639.7990531,922958948.0,40.81,6,3.0
24,1706127053,726329415.0450274,924081764.0,49.61,10,100.0
25,1706134493,704995972.7255011,905661838.0,39.38,7,3.0
26,1706169901,932343308.0,721055629.0,30.93,6,3.0
27,1706203562,937804115.0,894441276.0,32.77,6,3.0
28,1706224663,915935006.0,892889768.1704344,34.42,6,3.0
29,1706246399,921124719.0,858176967.0,28.95,6,3.0
30,1706567172,933761736.0,923613139.0,29.8,8,100.0
31,1706574544,934283458.0,923613139.0,26.3,8,100.0
32,1706614454,719299243.7257358,891268529.2809966,28.14,6,3.0
33,1706644024,899731806.0,907542164.0,45.62,12,100.0
34,1706658660,937586293.0,908638308.0,35.76,8,100.0
35,1706697313,937164237.0,798282305.0,31.46,8,100.0
36,1706743207,760114376.0,864290583.0,23.61,6,3.0
37,1706775090,927348837.0,916669035.0,32.9,8,100.0
38,1706783428,710150546.0,916669035.0,32.07,8,100.0
39,1706803892,938834635.0,896621057.0,45.69,12,100.0
40,1706823776,602043549.7565957,910322574.0,27.77,6,3.0
41,1706876658,804684360.9866078,919317230.0,34.27,8,100.0
42,1706921061,938634918.0,907754830.0,34.79,8,10.0
43,1706964482,830524247.0,839439531.0,39.22,8,100.0
44,1706977829,733871782.0,839439531.0,35.93,8,100.0
45,1706994681,933807582.0,889322772.2233907,35.86,8,100.0
46,1707010449,937896786.0,921628490.0,39.09,8,100.0
47,1707039678,845753845.1040622,910007773.0,37.79,8,100.0
48,1707067457,933763502.0,902524335.0,36.39,8,100.0
49,1707074985,937219665.0,902524335.0,37.15,8,100.0
50,1707120982,933763604.0,906396572.0,52.29,10,100.0
51,1707134229,903170302.0,913244281.0,50.72,10,100.0
52,1707154473,826385059.0,801577625.0,34.1,8,100.0
53,1707156883,898682555.0,887607477.9288087,29.96,6,3.0
54,1707205999,763204145.4137877,886178528.0,23.7,6,3.0
55,1707214059,892758543.0,886178528.0,23.25,6,3.0
56,1707240534,845674345.0,857371295.0,37.73,8,100.0
57,1707273372,936446201.0,886592812.1404117,26.38,6,3.0
58,1707326133,661245476.155951,910900977.0,32.99,8,100.0
59,1707489676,760614531.614668,887016742.0,40.78,8,100.0
60,1707527473,843897255.0,909134410.0,32.16,8,100.0
61,1707556770,935120497.0,922277280.0,28.77,8,100.0
62,1707593301,802944689.0,908494630.0,42.61,8,100.0
63,1707614602,872311246.0,897771253.3633757,40.88,8,100.0
64,1707631157,937167424.0,907544978.0,41.23,8,100.0
65,1707670788,912829574.0,904052752.0,45.68,6,3.0
66,1707673445,903321594.0,899816972.4087423,45.92,6,3.0
67,1707692278,935897487.0,915254320.0,10.16,6,3.0
68,1707730375,848250184.5424984,649069290.0,10.4,6,3.0
69,1707750213,938215862.0,907755284.0,21.26,8,100.0
70,1707763566,902940983.0,907755284.0,19.13,8,100.0
71,1707781400,836557404.0,908383069.0,26.92,8,100.0
72,1707813959,934597704.0,832203216.0,25.85,8,100.0
73,1707830431,651023546.0,832203216.0,25.35,8,10.0
74,1707863687,935330306.0,902460259.6822095,32.74,8,100.0
75,1707904029,908770773.0,874274381.0,33.68,8,10.0
76,1707920638,924703297.0,922426313.0,31.3,8,10.0
77,1707956037,936621347.0,923794763.0,27.5,8,10.0
78,1707995358,935756708.0,874672569.0,18.83,8,100.0
79,1708018813,927362793.0,890943242.0,25.28,6,3.0
80,1708044624,783445438.0,901145964.8467821,26.17,8,100.0
81,1708049578,938128187.0,910862818.0,31.79,8,100.0
82,1708087697,774206928.6378742,908836888.0,29.04,8,100.0
83,1708098590,936268044.0,908836888.0,39.44,8,100.0
84,1708121741,815785295.0,921946664.0,21.8,6,3.0
85,1708248937,520201388.0,899726142.5970323,38.89,8,100.0
86,1708253727,725879385.0,916824488.0,38.89,8,100.0
87,1708284939,897478486.0,911685907.0,29.88,8,100.0
88,1708298266,937116728.0,923796472.0,39.23,8,100.0
89,1708323532,937079621.0,900408924.0,31.93,8,100.0
90,1708338417,904106764.0,900408924.0,31.79,8,100.0
91,1708356175,889117760.0,925788907.0,33.07,8,100.0
92,1708374205,938475426.0,925788907.0,26.29,6,3.0
93,1708456440,846146795.0,897293132.0619458,22.84,6,3.0
94,1708478606,816777317.8965046,924531585.0,16.4,6,3.0
95,1708480971,929928184.0,924531585.0,21.79,6,3.0
96,1708518282,936537293.0,894896355.5675054,29.69,6,3.0
97,1708529731,857266094.0,912525499.0,28.45,7,3.0
98,1708562114,766699429.8303311,908457197.0,28.11,8,100.0
99,1708650775,937381545.0,903758486.8141811,34.48,8,100.0
100,1708664041,936272386.0,904956186.0,35.51,8,100.0
101,1708667255,745577764.2362089,904956186.0,35.2,8,100.0
102,1708704474,920853227.0,920836562.0,19.55,6,3.0
103,1708814296,849225832.0,913416152.0,23.73,6,3.0
104,1708824552,936260701.0,904760326.0,19.12,6,3.0
105,1708883063,937480779.0,911686591.0,18.82,6,3.0
106,1708942067,936116270.0,908221877.0,22.18,6,3.0
107,1708961413,883371878.0,908221877.0,22.15,6,3.0
108,1708967421,828010214.6312412,900649462.0,26.24,6,3.0
109,1708997818,770106061.150998,931296546.0,30.18,9,10.0
110,1709028176,935930862.0,898225591.2293972,23.59,6,3.0
111,1709059154,937642003.0,916248549.0,23.85,9,10.0
112,1709067039,769919353.0,916248549.0,32.51,8,100.0
113,1709135036,715074945.6915337,910107079.0,23.37,6,3.0
114,1709148685,932792682.0,806927638.2238818,23.94,6,3.0
115,1709164512,936957333.0,901465378.0,21.8,6,3.0
